P2W,P2A,P2D,P1W,P1A,P1D,N1W,N1A,N1D,N2W,N2A,N2D,FW,FA,FD
"federations","NNS","NNS","and","CC|RB_1|RB_2","CC","films","NNS","NNS","of","IN|RB_1|IN_3","IN","commission","NN|VB","VB"
"going","VBG|NN|JJ","VBG","to","TO|IN|IN_2","TO","the","ATI|RB_2|NC","ATI","Englishman","NNP","NNP","change","NN|VB","VB"
"council","NN","NN","to","TO|IN|IN_2","TO","these","DTS","DTS","decisions","NNS","NNS","support","NN|VB","VB"
"that","CS|DT|WPR","WPR","people","NNS|NN","NNS","with","IN|IN_2|RI","IN","artists","NNS","NNS","associate","NN|VB","VB"
"month","NN","NN","to","TO|IN|IN_2","TO","&period;","SPER|IN","SPER","<O>","<O>","<O>","paint","NN|VB","VB"
"society","NN","NN","now","RN|CS_1|CS","RN","to","TO|IN|IN_2","IN","&pound;","NNU","NNU","amount","NN|VB","VB"
"mortgage","NN|VB","NN","assets","NNS|VBZ","VBZ","to","TO|IN|IN_2","IN","&pound;","NNU","NNU","amount","NN|VB","VB"
"the","ATI|RB_2|NC","ATI","year","NN","NN","to","TO|IN|IN_2","IN","&pound;","NNU","NNU","amount","NN|VB","VB"
"<O>","<O>","<O>","<O>","<O>","<O>","advances","NNS|VBZ","NNS","during","IN","IN","mortgage","NN|VB","VB"
"Americans","NNPS","NNPS","will","MD|NN|VB","MD","from","IN|IN_2|RB_2","IN","gold","NN|JJ","NN","switch","NN|VB","VB"
"other","AP|PPLS_2","AP","directors","NNS","NNS","more","QL|AP|RBR","AP","than","IN|CS|RB_2","IN","control","NN|VB","VB"
"move","VB|NN","NN","to","TO|IN|IN_2","TO","the","ATI|RB_2|NC","ATI","flow","NN|VB","NN","check","NN|VB","VB"
"not","XNOT","XNOT","unhappily","RB","RB","with","IN|IN_2|RI","IN","those","DTS","DTS","conflict","NN|VB","VB"
"year","NN","NN","to","TO|IN|IN_2","TO","Baron","NPT","NPT","Ochs","NP","NP","study","NN|VB","VB"
"learn","VB","VB","to","TO|IN|IN_2","TO","or","CC|NC|FW","CC","do","DO|NN","DO","type","NN|VB","VB"
"called","VBN|VBD|JJ","VBN","&lsquo;","SQSO","SQSO","me","PP1O|FW|PPG","PP1O","&rsquo;","SQSC","SQSC","kiss","NN|VB","VB"
"learned","VBN|VBD|JJ","VBD","to","TO|IN|IN_2","TO","&comma;","SCOM","SCOM","and","CC|RB_1|RB_2","CC","dance","NN|VB","VB"
"chicken","NN|NNS","NN","and","CC|RB_1|RB_2","CC","on","IN|RP|RB_3","IN","his","PPG|PPGG","PPG","row","NN|VB","VB"
"which","WDTR|WDT","WDTR","would","MD","MD","most","QL|AP|RBT","AP","other","AP|PPLS_2","AP","dismay","NN|VB","VB"
"&lsquo;","SQSO","SQSO","they","PP3AS","PP3AS","me","PP1O|FW|PPG","PP1O","&comma;","SCOM","SCOM","regard","NN|VB","VB"
"I","PP1A|ZZ|NP","PP1A","don&apos;t","DOX","DOX","the","ATI|RB_2|NC","ATI","future","NN|JJB","NN","envy","NN|VB","VB"
"quick","JJ|RB|NN","JJ","to","TO|IN|IN_2","TO","out","RP|IN|JJB","RP","that","CS|DT|WPR","CS","point","NN|VB","VB"
"he","PP3A","PP3A","can","MD|NN","MD","a","AT|AP_1|RB_1","AT","train","NN|VB","NN","guarantee","NN|VB","VB"
"you","PP2","PP2","should","MD","MD","the","ATI|RB_2|NC","ATI","commonwealth","NN","NN","visit","NN|VB","VB"
"somebody","PN","PN","to","TO|IN|IN_2","TO","them","PP3OS","PP3OS","in","IN|RP|RB_1","IN","stick","NN|VB","VB"
"<O>","<O>","<O>","Clyde","NP","NP","a","AT|AP_1|RB_1","AT","fade-out","NN","NN","stage","NN|VB","VB"
"rally","NN|VB","NN","to","TO|IN|IN_2","TO","in","IN|RP|RB_1","IN","the","ATI|RB_2|NC","ATI","score","NN|VB","VB"
"hope","VB|NN","VB","to","TO|IN|IN_2","TO","local","JJ|NC","JJ","clubs","NNS","NNS","challenge","NN|VB","VB"
"they","PP3AS","PP3AS","will","MD|NN|VB","MD","an","AT","AT","18-foot","JJB","JJB","use","NN|VB","VB"
"before","IN|CS|RI","CS","they","PP3AS","PP3AS","home","NR","NR","&period;","SPER|IN","SPER","return","NN|VB","VB"
"show","VB|NN","NN","will","MD|NN|VB","MD","the","ATI|RB_2|NC","ATI","southern","JJ","JJ","stage","NN|VB","VB"
"jackets","NNS","NNS","will","MD|NN|VB","MD","a","AT|AP_1|RB_1","AT","marching","VBG|JJ","JJ","stage","NN|VB","VB"
"shout","VB|NN","VB","or","CC|NC|FW","CC","and","CC|RB_1|RB_2","CC","the","ATI|RB_2|NC","ATI","struggle","NN|VB","VB"
"could","MD","MD","not","XNOT","XNOT","Cleator","NP","NP","Moor","NPL","NPL","support","NN|VB","VB"
"which","WDTR|WDT","WDTR","should","MD","MD","to","TO|IN|IN_2","IN","progress","NN|VB","NN","lead","NN|VB|VBD","VB"
"could","MD","MD","only","RB|AP|CC","RB","to","TO|IN|IN_2","IN","war","NN","NN","lead","NN|VB|VBD","VB"
"that","CS|DT|WPR","CS","they","PP3AS","PP3AS","too","QL|RB","QL","widely","RB","RB","range","NN|VB|VBZ","VB"
"we","PP1AS","PP1AS","can","MD|NN","MD","better","JJR|RBR|VB","RBR","from","IN|IN_2|RB_2","IN","lead","NN|VB|VBD","VB"
"conference","NN|NC","NN","could","MD","MD","in","IN|RP|RB_1","IN","&comma;","SCOM","SCOM","end","NN|VB|NP","VB"
"going","VBG|NN|JJ","VBG","to","TO|IN|IN_2","TO","time","NN|RB_1|NC","NN","&period;","SPER|IN","SPER","waste","NN|VB|JJ","VB"
"is","BEZ|NC","BEZ","to","TO|IN|IN_2","TO","and","CC|RB_1|RB_2","CC","see","VB|NC","VB","shop","NN|VB|VB_2","VB"
"it","PP3|NC","PP3","didn&apos;t","DODX","DODX","how","WRB|NN_2","WRB","much","AP|RB","RB","matter","NN|VB|NC","VB"
"all","ABN|RB|RB_1","ABN","&lsquo;","SQSO","SQSO","their","PPG","PPG","souls","NNS","NNS","search","NN|VB|NC","VB"
"measures","NNS|VBZ","NNS","will","MD|NN|VB","MD","money","NN","NN","and","CC|RB_1|RB_2","CC","cost","NN|VB|VBD","VB"
"attempt","NN|VB","NN","to","TO|IN|IN_2","TO","the","ATI|RB_2|NC","ATI","three","CD","CD","end","NN|VB|NP","VB"
"forced","VBN|VBD|JJ","VBN","to","TO|IN|IN_2","TO","this","DT|QL","DT","by","IN|RP|IN_1","IN","counter","NN|VB|RB","VB"
"he","PP3A","PP3A","would","MD","MD","cash","NN|VB","NN","even","RB|CS_1|JJ","CS_1","need","NN|VB|MD","VB"
"man","NN|FW|VB","NN","to","TO|IN|IN_2","TO","the","ATI|RB_2|NC","ATI","poor","JJ|NC","JJ","lead","NN|VB|VBD","VB"
"I","PP1A|ZZ|NP","PP1A","just","RB|JJ","RB","the","ATI|RB_2|NC","ATI","glamour","NN","NN","fancy","NN|VB|JJ","VB"
"&comma;","SCOM","SCOM","poets","NNS","NNS","from","IN|IN_2|RB_2","IN","rhyming","JJ","JJ","range","NN|VB|VBZ","VB"
"all","ABN|RB|RB_1","ABN","we","PP1AS","PP1AS","more","QL|AP|RBR","AP","drive","NN|VB","NN","need","NN|VB|MD","VB"
"things","NNS","NNS","really","RB","RB","&dash;","SDSH","SDSH","and","CC|RB_1|RB_2","CC","matter","NN|VB|NC","VB"
"<O>","<O>","<O>","don&apos;t","DOX","DOX","time","NN|RB_1|NC","NN","&period;","SPER|IN","SPER","waste","NN|VB|JJ","VB"
"who","WPR|WP","WPR","wouldn&apos;t","MDX","MDX","a","AT|AP_1|RB_1","AT","tilt","NN|VB","NN","mind","NN|VB|NC","VB"
"that","CS|DT|WPR","DT","will","MD|NN|VB","MD","Avon","NP","NP","&apos;s","GENM|BEZ|HVZ","GENM","suit","NN|VB|FW","VB"
"can","MD|NN","MD","not","XNOT","XNOT","on","IN|RP|RB_3","IN","our","PPG","PPG","comment","NN|VB|FW","VB"
"&comma;","SCOM","SCOM","can","MD|NN","MD","the","ATI|RB_2|NC","ATI","&pound;","NNU","NNU","offset","NN|VB|VBN","VB"
"that","CS|DT|WPR","CS","things","NNS","NNS","when","WRB","WRB","there","EX|RN","EX","advance","NN|VB|JJB","VB"
"it","PP3|NC","PP3","don&apos;t","DOX","DOX","how","WRB|NN_2","WRB","much","AP|RB","RB","matter","NN|VB|NC","VB"
"cease","VB","VB","to","TO|IN|IN_2","TO","as","CS|IN|QL","IN","an","AT","AT","function","NN|VB|NC","VB"
"demand","NN|VB","NN","may","MD|NN|RB_1","MD","&pound;","NNU","NNU","30","CD","CD","cost","NN|VB|VBD","VB"
"&comma;","SCOM","SCOM","would","MD","MD","the","ATI|RB_2|NC","ATI","employers","NNS","NNS","cost","NN|VB|VBD","VB"
"measures","NNS|VBZ","NNS","to","TO|IN|IN_2","TO","the","ATI|RB_2|NC","ATI","unlawful","JJ","JJ","end","NN|VB|NP","VB"
"to-day","NR","NR","to","TO|IN|IN_2","TO","increased","VBN|JJ|VBD","JJ","East","NP|NR","NP","counter","NN|VB|RB","VB"
"interesting","JJ","JJ","to","TO|IN|IN_2","TO","that","CS|DT|WPR","CS","he","PP3A","PP3A","note","NN|VB|FW","VB"
"enough","QLP|DTI|RB","QLP","to","TO|IN|IN_2","TO","Pinturischio","NP","NP","&period;","SPER|IN","SPER","test","NN|VB|NC","VB"
"championship","NN","NN","to","TO|IN|IN_2","TO","more","QL|AP|RBR","AP","this","DT|QL","DT","cost","NN|VB|VBD","VB"
"is","BEZ|NC","BEZ","to","TO|IN|IN_2","TO","more","QL|AP|RBR","AP","&dash;","SDSH","SDSH","cost","NN|VB|VBD","VB"
"regional","JJ","JJ","to","TO|IN|IN_2","TO","us","PP1OS","PP1OS","&comma;","SCOM","SCOM","suit","NN|VB|FW","VB"
"would","MD","MD","only","RB|AP|CC","RB","to","TO|IN|IN_2","TO","have","HV","HV","need","NN|VB|MD","VB"
"public","JJ|NN|RB_2","NN","to","TO|IN|IN_2","TO","on","IN|RP|RB_3","IN","&comma;","SCOM","SCOM","bet","NN|VB|VBD","VB"
"grange","NN","NN","will","MD|NN|VB","MD","&pound;","NNU","NNU","50&comma;000","CD","CD","cost","NN|VB|VBD","VB"
"&comma;","SCOM","SCOM","will","MD|NN|VB","MD","about","IN|RB|RP","RB","&pound;","NNU","NNU","cost","NN|VB|VBD","VB"
"&comma;","SCOM","SCOM","committees","NNS","NNS","reasonably","RB","RB","well","RB|UH|CC_2","RB","function","NN|VB|NC","VB"
"<O>","<O>","<O>","I","PP1A|ZZ|NP","PP1A","that","CS|DT|WPR","CS","he","PP3A","PP3A","note","NN|VB|FW","VB"
"voice","NN|VB","NN","to","TO|IN|IN_2","TO","the","ATI|RB_2|NC","ATI","mood","NN","NN","suit","NN|VB|FW","VB"
"&lsquo;","SQSO","SQSO","I","PP1A|ZZ|NP","PP1A","that","CS|DT|WPR","DT","bath","NN|VB","NN","need","NN|VB|MD","VB"
"that","CS|DT|WPR","CS","I","PP1A|ZZ|NP","PP1A","at","IN|RB_1|NC","IN","all","ABN|RB|RB_1","ABN","mind","NN|VB|NC","VB"
"<O>","<O>","<O>","we","PP1AS","PP1AS","a","AT|AP_1|RB_1","AT","lot","NN","NN","need","NN|VB|MD","VB"
"<O>","<O>","<O>","never","RB","RB","that","CS|DT|WPR","DT","second","OD|NN|RB","OD","mind","NN|VB|NC","VB"
"should","MD","MD","not","XNOT","XNOT","any","DTI|RB","DTI","steps","NNS|VBZ","NNS","take","VB|NN|NC","VB"
"&lsquo;","SQSO","SQSO","we","PP1AS","PP1AS","to","TO|IN|IN_2","TO","discuss","VB","VB","want","VB|NN|NC","VB"
"and","CC|RB_1|RB_2","CC","don&apos;t","DOX","DOX","it","PP3|NC","PP3","out","RP|IN|JJB","RP","take","VB|NN|NC","VB"
"Powell","NP","NP","should","MD","MD","ruthless","JJ","JJ","action","NN","NN","take","VB|NN|NC","VB"
"easier","JJR|RBR","JJR","to","TO|IN|IN_2","TO","it","PP3|NC","PP3","out","RP|IN|JJB","RP","take","VB|NN|NC","VB"
"than","IN|CS|RB_2","CS","to","TO|IN|IN_2","TO","on","IN|RP|RB_3","IN","this","DT|QL","DT","take","VB|NN|NC","VB"
"urged","VBD|VBN","VBN","to","TO|IN|IN_2","TO","immediate","JJ","JJ","action","NN","NN","take","VB|NN|NC","VB"
"and","CC|RB_1|RB_2","CC","will","MD|NN|VB","MD","the","ATI|RB_2|NC","ATI","rigours","NNS","NNS","take","VB|NN|NC","VB"
"&rsquo;","SQSC","SQSC","will","MD|NN|VB","MD","&period;","SPER|IN","SPER","<O>","<O>","<O>","go","VB|NN|NC","VB"
"begin","VB","VB","to","TO|IN|IN_2","TO","seriously","RB","RB","the","ATI|RB_2|NC","ATI","take","VB|NN|NC","VB"
"<O>","<O>","<O>","&lsquo;","SQSO","SQSO","Polaris","NP","NP","away","RP|NC","RP","take","VB|NN|NC","VB"
"he","PP3A","PP3A","should","MD","MD","notice","NN|VB","NN","of","IN|RB_1|IN_3","IN","take","VB|NN|NC","VB"
"that","CS|DT|WPR","WPR","may","MD|NN|RB_1","MD","four","CD","CD","or","CC|NC|FW","CC","take","VB|NN|NC","VB"
"asked","VBD|VBN","VBN","to","TO|IN|IN_2","TO","another","DT|PPLS_2","DT","important","JJ","JJ","take","VB|NN|NC","VB"
"it","PP3|NC","PP3","may","MD|NN|RB_1","MD","down","RP|IN|JJB","RP","as","CS|IN|QL","IN","go","VB|NN|NC","VB"
"the","ATI|RB_2|NC","ATI","Russians","NNPS","NNPS","&period;","SPER|IN","SPER","&rsquo;","SQSC","SQSC","want","VB|NN|NC","VB"
"welcome","JJ|VB|NN","JJ","to","TO|IN|IN_2","TO","part","NN|VB","NN","&comma;","SCOM","SCOM","take","VB|NN|NC","VB"
"&comma;","SCOM","SCOM","to","TO|IN|IN_2","TO","up","RP|IN|JJ_2","RP","moral","JJ|NN","JJ","take","VB|NN|NC","VB"
"years","NNS","NNS","to","TO|IN|IN_2","TO","before","IN|CS|RI","CS","I","PP1A|ZZ|NP","PP1A","go","VB|NN|NC","VB"
"backed","VBN|VBD|JJ","VBN","to","TO|IN|IN_2","TO","Tokoroa","NP","NP","over","IN|RP|RB","IN","beat","VB|NN|VBD","VB"
"come","VB|VBN|VBD","VB","and","CC|RB_1|RB_2","CC","anything","PN|RB_1","PN","&comma;","SCOM","SCOM","beat","VB|NN|VBD","VB"
"he","PP3A","PP3A","doesn&apos;t","DOZX","DOZX","to","TO|IN|IN_2","TO","know","VB|NC|NN","VB","want","VB|NN|NC","VB"
"he","PP3A","PP3A","would","MD","MD","to","TO|IN|IN_2","IN","next","AP|RB|RB_1","AP","go","VB|NN|NC","VB"
"ready","JJ|NN|RB","JJ","to","TO|IN|IN_2","TO","legal","JJ","JJ","action","NN","NN","take","VB|NN|NC","VB"
"&lsquo;","SQSO","SQSO","you","PP2","PP2","to","TO|IN|IN_2","TO","dictate","VB","VB","want","VB|NN|NC","VB"
"I","PP1A|ZZ|NP","PP1A","don&apos;t","DOX","DOX","to","TO|IN|IN_2","TO","&period;","SPER|IN","SPER","want","VB|NN|NC","VB"
"thing","NN","NN","I","PP1A|ZZ|NP","PP1A","&period;","SPER|IN","SPER","<O>","<O>","<O>","want","VB|NN|NC","VB"
"invited","VBN|VBD|JJ","VBD","to","TO|IN|IN_2","TO","on","IN|RP|RB_3","IN","tour","NN|NC|VB","NN","go","VB|NN|NC","VB"
"&comma;","SCOM","SCOM","to","TO|IN|IN_2","TO","with","IN|IN_2|RI","IN","them","PP3OS","PP3OS","go","VB|NN|NC","VB"
"he","PP3A","PP3A","will","MD|NN|VB","MD","any","DTI|RB","DTI","risks","NNS|VBZ","NNS","take","VB|NN|NC","VB"
"I","PP1A|ZZ|NP","PP1A","don&apos;t","DOX","DOX","him","PP3O","PP3O","to","TO|IN|IN_2","TO","want","VB|NN|NC","VB"
"London","NP|NC","NP","to","TO|IN|IN_2","TO","ski-ing","JJ|NN|VBG","VBG","in","IN|RP|RB_1","IN","go","VB|NN|NC","VB"
"they","PP3AS","PP3AS","usually","RB","RB","their","PPG","PPG","winter","NN|VB","NN","take","VB|NN|NC","VB"
"about","IN|RB|RP","RP","to","TO|IN|IN_2","TO","abroad","RB","RB","for","IN|CS|IN_2","IN","go","VB|NN|NC","VB"
"it","PP3|NC","PP3","will","MD|NN|VB","MD","18","CD","CD","months","NNS","NNS","take","VB|NN|NC","VB"
"you","PP2","PP2","don&apos;t","DOX","DOX","to","TO|IN|IN_2","TO","feel","VB|NN","VB","want","VB|NN|NC","VB"
"<O>","<O>","<O>","<O>","<O>","<O>","your","PPG","PPG","pick","VB|NN","NN","take","VB|NN|NC","VB"
"it","PP3|NC","PP3","will","MD|NN|VB","MD","to","TO|IN|IN_2","TO","fly","VB|NN","VB","take","VB|NN|NC","VB"
"they","PP3AS","PP3AS","will","MD|NN|VB","MD","off","RP|IN|JJB","RP","for","IN|CS|IN_2","IN","take","VB|NN|NC","VB"
"shall","MD","MD","just","RB|JJ","RB","where","WRB","WRB","the","ATI|RB_2|NC","ATI","go","VB|NN|NC","VB"
"allowed","VBN|VBD|JJ","VBN","to","TO|IN|IN_2","TO","from","IN|IN_2|RB_2","IN","Downing","NP","NP","walk","VB|NN|NC","VB"
"having","HVG","HVG","to","TO|IN|IN_2","TO","a","AT|AP_1|RB_1","AT","firm","NN|JJ","JJ","take","VB|NN|NC","VB"
"&lsquo;","SQSO","SQSO","we","PP1AS","PP1AS","to","TO|IN|IN_2","TO","interview","NN|VB","VB","want","VB|NN|NC","VB"
"would","MD","MD","not","XNOT","XNOT","his","PPG|PPGG","PPG","feed","NN|VB","NN","take","VB|NN|NC","VB"
"would","MD","MD","not","XNOT","XNOT","his","PPG|PPGG","PPG","feed","NN|VB","NN","take","VB|NN|NC","VB"
"<O>","<O>","<O>","more","QL|AP|RBR","AP","on","IN|RP|RB_3","IN","strike","NN|VB","NN","go","VB|NN|NC","VB"
"of","IN|RB_1|IN_3","IN","us","PP1OS","PP1OS","for","IN|CS|IN_2","CS","granted","VBN|VBD","VBN","take","VB|NN|NC","VB"
"marchers","NNS","NNS","and","CC|RB_1|RB_2","CC","your","PPG","PPG","stand","VB|NN","NN","take","VB|NN|NC","VB"
"societies","NNS","NNS","don&apos;t","DOX","DOX","to","TO|IN|IN_2","TO","lend","VB","VB","want","VB|NN|NC","VB"
"Lloyd","NP","NP","could","MD","MD","with","IN|IN_2|RI","IN","them","PP3OS","PP3OS","go","VB|NN|NC","VB"
"<O>","<O>","<O>","to","TO|IN|IN_2","TO","the","ATI|RB_2|NC","ATI","simplest","JJT","JJT","take","VB|NN|NC","VB"
"<O>","<O>","<O>","&lsquo;","SQSO","SQSO","your","PPG","PPG","family","NN","NN","take","VB|NN|NC","VB"
"hesitate","VB","VB","to","TO|IN|IN_2","TO","any","DTI|RB","DTI","member","NN","NN","take","VB|NN|NC","VB"
"you","PP2","PP2","can","MD|NN","MD","a","AT|AP_1|RB_1","AT","child","NN","NN","take","VB|NN|NC","VB"
"bound","VBN|JJ|NN","VBN","to","TO|IN|IN_2","TO","up","RP|IN|JJ_2","RP","in","IN|RP|RB_1","IN","go","VB|NN|NC","VB"
"the","ATI|RB_2|NC","ATI","B&period;B&period;C","NP","NP","down","RP|IN|JJB","RP","to","TO|IN|IN_2","IN","go","VB|NN|NC","VB"
"&lsquo;","SQSO","SQSO","I","PP1A|ZZ|NP","PP1A","a","AT|AP_1|RB_1","AT","car","NN","NN","want","VB|NN|NC","VB"
"<O>","<O>","<O>","I","PP1A|ZZ|NP","PP1A","to","TO|IN|IN_2","TO","eat","VB","VB","want","VB|NN|NC","VB"
"defence","NN","NN","officials","NNS","NNS","even","RB|CS_1|JJ","RB","further","JJB|RBR|RB","RBR","go","VB|NN|NC","VB"
"ready","JJ|NN|RB","JJ","to","TO|IN|IN_2","TO","&period;","SPER|IN","SPER","<O>","<O>","<O>","go","VB|NN|NC","VB"
"we","PP1AS","PP1AS","must","MD|NN","MD","no","ATI|UH|RB","ATI","risk","NN|VB","NN","take","VB|NN|NC","VB"
"proposes","VBZ","VBZ","to","TO|IN|IN_2","TO","to","TO|IN|IN_2","TO","get","VB","VB","take","VB|NN|NC","VB"
"Chancellor","NPT","NPT","will","MD|NN|VB","MD","to","TO|IN|IN_2","IN","Chequers","NP","NP","go","VB|NN|NC","VB"
"can","MD|NN","MD","not","XNOT","XNOT","out","RP|IN|JJB","RP","in","IN|RP|RB_1","IN","take","VB|NN|NC","VB"
"riders","NNS","NNS","who","WPR|WP","WPR","forward","RB|JJ|NN","RB","to","TO|IN|IN_2","IN","go","VB|NN|NC","VB"
"have","HV","HV","to","TO|IN|IN_2","TO","these","DTS","DTS","new","JJ","JJ","take","VB|NN|NC","VB"
"further","JJB|RBR|RB","RBR","to","TO|IN|IN_2","TO","&period;","SPER|IN","SPER","<O>","<O>","<O>","go","VB|NN|NC","VB"
"reserves","NNS","NNS","to","TO|IN|IN_2","TO","Avon","NP","NP","&apos;s","GENM|BEZ|HVZ","GENM","beat","VB|NN|VBD","VB"
"have","HV","HV","to","TO|IN|IN_2","TO","&period;","SPER|IN","SPER","<O>","<O>","<O>","beat","VB|NN|VBD","VB"
"care","NN|VB","VB","to","TO|IN|IN_2","TO","a","AT|AP_1|RB_1","AT","chance","NN|JJB|VB","NN","take","VB|NN|NC","VB"
"Tenacity","NP","NP","&dash;","SDSH","SDSH","the","ATI|RB_2|NC","ATI","field","NN|VB","NN","take","VB|NN|NC","VB"
"&lsquo;","SQSO","SQSO","I","PP1A|ZZ|NP","PP1A","to","TO|IN|IN_2","TO","get","VB","VB","want","VB|NN|NC","VB"
"I","PP1A|ZZ|NP","PP1A","shall","MD","MD","into","IN","IN","this","DT|QL","DT","go","VB|NN|NC","VB"
"marriage","NN","NN","did","DOD","DOD","place","NN|VB","NN","&comma;","SCOM","SCOM","take","VB|NN|NC","VB"
"decision","NN","NN","to","TO|IN|IN_2","TO","elsewhere","RB","RB","was","BEDZ","BEDZ","go","VB|NN|NC","VB"
"group","NN|VB","NN","to","TO|IN|IN_2","TO","over","IN|RP|RB","RP","this","DT|QL","DT","take","VB|NN|NC","VB"
"Mr","NPT|FW|NC","NPT","Clore","NP","NP","a","AT|AP_1|RB_1","AT","long","JJ|RB|RB_2","JJ","take","VB|NN|NC","VB"
"way","NN|RB|RB_2","NN","to","TO|IN|IN_2","TO","before","IN|CS|RI","CS","it","PP3|NC","PP3","go","VB|NN|NC","VB"
"is","BEZ|NC","BEZ","to","TO|IN|IN_2","TO","the","ATI|RB_2|NC","ATI","rest","NN|VB","NN","want","VB|NN|NC","VB"
"was","BEDZ","BEDZ","to","TO|IN|IN_2","TO","comfort","NN|VB","NN","in","IN|RP|RB_1","IN","take","VB|NN|NC","VB"
"Russian","JNP|NNP","JNP","people","NNS|NN","NNS","war","NN","NN","&comma;","SCOM","SCOM","want","VB|NN|NC","VB"
"&lsquo;","SQSO","SQSO","they","PP3AS","PP3AS","peace","NN","NN","&rsquo;","SQSC","SQSC","want","VB|NN|NC","VB"
"we","PP1AS","PP1AS","don&apos;t","DOX","DOX","to","TO|IN|IN_2","TO","see","VB|NC","VB","want","VB|NN|NC","VB"
"views","NNS|VBZ","NNS","that","CS|DT|WPR","WPR","unchallenged","JJ","JJ","&period;","SPER|IN","SPER","go","VB|NN|NC","VB"
"we","PP1AS","PP1AS","don&apos;t","DOX","DOX","to","TO|IN|IN_2","TO","fight","VB|NN","VB","want","VB|NN|NC","VB"
"drinkers","NNS","NNS","would","MD","MD","up","RP|IN|JJ_2","RP","from","IN|IN_2|RB_2","IN","go","VB|NN|NC","VB"
"must","MD|NN","MD","&lsquo;","SQSO","SQSO","continental","JJ","JJ","&rsquo;","SQSC","SQSC","go","VB|NN|NC","VB"
"200&comma;000","CD","CD","Parisians","NNPS","NNPS","wild","JJ","JJ","over","IN|RP|RB","IN","go","VB|NN|NC","VB"
"which","WDTR|WDT","WDTR","will","MD|NN|VB","MD","up","RP|IN|JJ_2","RP","nine","CD","CD","take","VB|NN|NC","VB"
"Kennedys","NPS","NPS","will","MD|NN|VB","MD","to","TO|IN|IN_2","IN","Buckingham","NP","NP","go","VB|NN|NC","VB"
"western","JJ|NN","JJ","powers","NNS","NNS","&lsquo;","SQSO","SQSO","immediate","JJ","JJ","take","VB|NN|NC","VB"
"powers","NNS","NNS","&lsquo;","SQSO","SQSO","immediate","JJ","JJ","measures","NNS|VBZ","NNS","take","VB|NN|NC","VB"
"government","NN","NN","to","TO|IN|IN_2","TO","&lsquo;","SQSO","SQSO","necessary","JJ","JJ","take","VB|NN|NC","VB"
"will","MD|NN|VB","MD","afterwards","RB","RB","to","TO|IN|IN_2","TO","stay","VB|NN","VB","go","VB|NN|NC","VB"
"they","PP3AS","PP3AS","should","MD","MD","the","ATI|RB_2|NC","ATI","public","JJ|NN|RB_2","NN","take","VB|NN|NC","VB"
"Mrs","NPT","NPT","Kennedy","NP","NP","to","TO|IN|IN_2","IN","Buckingham","NP","NP","go","VB|NN|NC","VB"
"boundaries","NNS","NNS","to","TO|IN|IN_2","TO","in","IN|RP|RB_1","RP","part","NN|VB","NN","take","VB|NN|NC","VB"
"they","PP3AS","PP3AS","would","MD","MD","into","IN","IN","the","ATI|RB_2|NC","ATI","take","VB|NN|NC","VB"
"seeking","VBG","VBG","to","TO|IN|IN_2","TO","into","IN","IN","their","PPG","PPG","take","VB|NN|NC","VB"
"mature","JJ|VB","JJ","to","TO|IN|IN_2","TO","the","ATI|RB_2|NC","ATI","best","JJT|RBT|RB_2","JJT","beat","VB|NN|VBD","VB"
"well","RB|UH|CC_2","RB","to","TO|IN|IN_2","TO","fourth","OD|RB","OD","place","NN|VB","NN","take","VB|NN|NC","VB"
"easy","JJ|RB","JJ","to","TO|IN|IN_2","TO","&period;","SPER|IN","SPER","<O>","<O>","<O>","beat","VB|NN|VBD","VB"
"fancied","JJ|VBN|VBD","VBN","to","TO|IN|IN_2","TO","Harold","NP","NP","Wallington","NP","NP","beat","VB|NN|VBD","VB"
"begin","VB","VB","to","TO|IN|IN_2","TO","shape","NN|VB","NN","&period;","SPER|IN","SPER","take","VB|NN|NC","VB"
"&lsquo;","SQSO","SQSO","I","PP1A|ZZ|NP","PP1A","to","TO|IN|IN_2","TO","earn","VB","VB","want","VB|NN|NC","VB"
"might","MD|NN","MD","well","RB|UH|CC_2","RB","a","AT|AP_1|RB_1","AT","look","VB|NN","NN","take","VB|NN|NC","VB"
"when","WRB","WRB","passes","VBZ|NNS","NNS","astray","RB","RB","&comma;","SCOM","SCOM","go","VB|NN|NC","VB"
"refuse","VB|NN","VB","to","TO|IN|IN_2","TO","part","NN|VB","NN","in","IN|RP|RB_1","IN","take","VB|NN|NC","VB"
"Leyton","NP","NP","Orient","NP","NP","advantage","NN","NN","of","IN|RB_1|IN_3","IN","take","VB|NN|NC","VB"
"she","PP3A","PP3A","will","MD|NN|VB","MD","up","RP|IN|JJ_2","RP","duties","NNS","NNS","take","VB|NN|NC","VB"
"elected","VBN|JJ|VBD","VBD","to","TO|IN|IN_2","TO","for","IN|CS|IN_2","IN","trial","NN","NN","go","VB|NN|NC","VB"
"you","PP2","PP2","don&apos;t","DOX","DOX","it","PP3|NC","PP3","&comma;","SCOM","SCOM","want","VB|NN|NC","VB"
"had","HVD|HVN","HVD","to","TO|IN|IN_2","TO","out","RP|IN|JJB","RP","of","IN|RB_1|IN_3","IN","jump","VB|NN|NC","VB"
"I","PP1A|ZZ|NP","PP1A","didn&apos;t","DODX","DODX","any","DTI|RB","DTI","car","NN","NN","take","VB|NN|NC","VB"
